Age,G,GS,Cmp,Att,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,Fmb,FL,TotTD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
25,11,0,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,0,0,0,0,0,1.4,1.4,0.9,0,111,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0
31,2,2,0,0,0,0,0,2,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,114,0
24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0
26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0
24,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0
23,4,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,1.4,1.4,0.9,0,112,0
28,5,0,0,3,0,0,0,3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3,-0.3,0,69,0
24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0
29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0
26,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,1.3,1.3,0.8,0,218,0
27,3,1,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,0,0,1.3,1.3,0.8,0,113,0
22,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0
25,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0
35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0
24,8,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,1.4,1.4,0.9,0,217,0
21,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0
24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0
29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0
24,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,63,0
24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0
31,1,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0,150,0
24,1,0,0,0,0,0,0,3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3,-0.3,0,68,0
25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0
27,3,0,0,0,0,0,0,0,0,0,0,3,2,4,2,0,0,0,0,0,0,0,2.4,2.4,1.4,0,152,0
24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
28,11,0,0,0,0,0,0,3,3,1,0,1,1,1,1,0,0,0,0,0,0,0,1.4,1.4,0.9,0,151,0
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0
28,1,1,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,62,0
34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0
27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0
31,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0
23,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0
32,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
24,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0
27,8,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1.1,1.1,0.6,0,115,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0
27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0
23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,242,0
25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0
22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0
27,3,0,1,2,3,0,0,2,-9,-4.5,0,0,0,0,0,0,0,0,0,0,0,-1,-0.8,-0.8,-0.8,0,70,0
27,3,1,12,21,126,0,2,6,-5,-0.83,0,0,0,0,0,0,1,1,0,0,0,-1,-1.5,1.5,0.5,0,71,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-2,-2,-1,-2,0,245,0
27,1,1,0,0,0,0,0,0,0,0,0,3,1,-4,-4,0,1,1,0,0,0,-2,-1.4,-0.4,-1.9,0,247,0
23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,-2,-2,-1,-2,0,246,0
24,6,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,-2,-0.9,0.1,-1.4,0,244,0
23,3,0,2,4,14,0,1,2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,-2,-1.6,-0.6,-0.6,0,72,0
23,7,0,0,0,0,0,0,0,0,0,0,3,2,15,7.5,0,2,2,0,0,0,-3,-0.5,1.5,-1.5,0,248,0
25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,-4,-4,-2,-4,0,165,0
